HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Common County Name,Common State Abbreviation,State and County Federal Information Processing Standard Code,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Provider Ratio Goal,HPSA Shortage,Data Warehouse Record Create Date
APPALACHIAN MOUNTAIN COMMUNITY HEALTH CENTERS,1376005931,Federally Qualified Health Center,Primary Care,19,NC,Designated,08/18/2019,09/22/2025,,,,47512.0,,,,Non-Rural,"Buncombe County, NC",NC,37021,APPALACHIAN MOUNTAIN COMMUNITY HEALTH CENTERS,1376005931,Unknown,,,,,08/29/2026
"Mountain Area Health Education Center, INC.",1378984358,Federally Qualified Health Center Look A Like,Primary Care,18,NC,Designated,09/09/2022,09/22/2025,,,,381293.0,,,,Non-Rural,"Buncombe County, NC",NC,37021,"Mountain Area Health Education Center, INC.",1378984358,Unknown,,,,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Flat Creek,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,French Broad,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Fairview,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Sandy Mush,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Swannanoa,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Upper Hominy,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Lower Hominy,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Reems Creek,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Ivy,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Leicester,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Limestone,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Broad River,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Avery Creek,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Black Mountain,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Asheville,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Swannanoa Valley,1379993702,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/14/1978,11/08/1982,Not applicable,11/08/1982,7.8000,22337.0,0.0,2863:1,Geographic Population,,"Buncombe County, NC",NC,37021,Asheville,,County Subdivision,27300,-4963,3500:1,,08/29/2026
Bat Cave,1379993709,Geographic HPSA,Primary Care,0,NC,Withdrawn,05/30/1978,03/15/1988,Not applicable,03/15/1988,3.0000,11570.0,43.0,3856:1,Geographic Population,,"Buncombe County, NC",NC,37021,Broad River,,County Subdivision,10500,1070,3500:1,,08/29/2026
Bat Cave,1379993709,Geographic HPSA,Primary Care,0,NC,Withdrawn,05/30/1978,03/15/1988,Not applicable,03/15/1988,3.0000,11570.0,43.0,3856:1,Geographic Population,,"Buncombe County, NC",NC,37021,Fairview,,County Subdivision,10500,1070,3500:1,,08/29/2026
Western North Carolina Community Health,1379993784,Federally Qualified Health Center Look A Like,Primary Care,0,NC,Withdrawn,10/26/2002,08/22/2026,,,,,,,,Non-Rural,"Buncombe County, NC",NC,37021,Western North Carolina Community Health,1379993784,Unknown,,,,,08/29/2026
"Western North Carolina Community Health Services, Inc",13799937F6,Federally Qualified Health Center,Primary Care,13,NC,Designated,09/30/2007,09/22/2025,,,,64397.0,,,,Non-Rural,"Buncombe County, NC",NC,37021,"Western North Carolina Community Health Services, Inc",13799937F6,Unknown,,,,,08/29/2026
Appalachian Mountain Community Health Centers,13799937GY,Federally Qualified Health Center,Primary Care,16,NC,Withdrawn,05/01/2015,08/22/2026,,06/25/2019,,,,,,Non-Rural,"Buncombe County, NC",NC,37021,Appalachian Mountain Community Health Centers,13799937GY,Unknown,,,,,08/29/2026
MI-Burke County,1376782166,HPSA Population,Primary Care,18,NC,Proposed For Withdrawal,05/17/2012,09/11/2025,Not applicable,,1.0100,11127.0,18.0,11017:1,Other Population HPSA,Non-Rural,"Burke County, NC",NC,37023,Burke,,Single County,3030,8097,3000:1,2.7000,08/29/2026
LI-Burke County,1376832656,HPSA Population,Primary Care,13,NC,Designated,09/11/2025,09/11/2025,Not applicable,,6.3728,31781.0,17.9,4987:1,Low Income Population HPSA,Non-Rural,"Burke County, NC",NC,37023,Burke,,Single County,19118,12663,3000:1,4.2172,08/29/2026
Foothills Correctional Institution,1379478265,Correctional Facility,Primary Care,12,NC,Designated,07/06/2018,04/06/2023,12,,0.0000,1225.0,,,,Non-Rural,"Burke County, NC",NC,37023,Foothills Correctional Institution,1379478265,Unknown,,,1000:0,1.2300,08/29/2026
MI - Kannapolis,1372186735,HPSA Population,Primary Care,16,NC,Withdrawn,08/27/2021,07/01/2026,Not applicable,07/01/2026,0.5000,5356.0,12.5,10712:1,Other Population HPSA,Non-Rural,"Cabarrus County, NC",NC,37025,"Township 4, Kannapolis; Cabarrus County; North Carolina",,County Subdivision,1500,3856,3000:1,1.2900,08/29/2026
MI - Kannapolis,1372186735,HPSA Population,Primary Care,16,NC,Withdrawn,08/27/2021,07/01/2026,Not applicable,07/01/2026,0.5000,5356.0,12.5,10712:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,"Township 9, Georgeville; Cabarrus County; North Carolina",,County Subdivision,1500,3856,3000:1,1.2900,08/29/2026
MI - Kannapolis,1372186735,HPSA Population,Primary Care,16,NC,Withdrawn,08/27/2021,07/01/2026,Not applicable,07/01/2026,0.5000,5356.0,12.5,10712:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,"Township 2, Poplar Tent; Cabarrus County; North Carolina",,County Subdivision,1500,3856,3000:1,1.2900,08/29/2026
MI - Kannapolis,1372186735,HPSA Population,Primary Care,16,NC,Withdrawn,08/27/2021,07/01/2026,Not applicable,07/01/2026,0.5000,5356.0,12.5,10712:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,"Township 10, Midland; Cabarrus County; North Carolina",,County Subdivision,1500,3856,3000:1,1.2900,08/29/2026
MI - Kannapolis,1372186735,HPSA Population,Primary Care,16,NC,Withdrawn,08/27/2021,07/01/2026,Not applicable,07/01/2026,0.5000,5356.0,12.5,10712:1,Other Population HPSA,Non-Rural,"Cabarrus County, NC",NC,37025,"Township 11, Central Cabarrus; Cabarrus County; North Carolina",,County Subdivision,1500,3856,3000:1,1.2900,08/29/2026
MI - Kannapolis,1372186735,HPSA Population,Primary Care,16,NC,Withdrawn,08/27/2021,07/01/2026,Not applicable,07/01/2026,0.5000,5356.0,12.5,10712:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,"Township 7, Gold Hill; Cabarrus County; North Carolina",,County Subdivision,1500,3856,3000:1,1.2900,08/29/2026
MI - Kannapolis,1372186735,HPSA Population,Primary Care,16,NC,Withdrawn,08/27/2021,07/01/2026,Not applicable,07/01/2026,0.5000,5356.0,12.5,10712:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,"Township 8, Mount Pleasant; Cabarrus County; North Carolina",,County Subdivision,1500,3856,3000:1,1.2900,08/29/2026
MI - Kannapolis,1372186735,HPSA Population,Primary Care,16,NC,Withdrawn,08/27/2021,07/01/2026,Not applicable,07/01/2026,0.5000,5356.0,12.5,10712:1,Other Population HPSA,Non-Rural,"Cabarrus County, NC",NC,37025,"Township 12, Concord; Cabarrus County; North Carolina",,County Subdivision,1500,3856,3000:1,1.2900,08/29/2026
MI - Kannapolis,1372186735,HPSA Population,Primary Care,16,NC,Withdrawn,08/27/2021,07/01/2026,Not applicable,07/01/2026,0.5000,5356.0,12.5,10712:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,"Township 5, New Gilead; Cabarrus County; North Carolina",,County Subdivision,1500,3856,3000:1,1.2900,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,407.01,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,410,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,425.03,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,412,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,420,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,425.01,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,407.03,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,425.02,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,408,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,425.04,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,409,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,426.01,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,411,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,426.02,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,419.01,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,419.02,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,424.02,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,421.01,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,421.02,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,423,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
MI-Kannapolis,1373931856,HPSA Population,Primary Care,17,NC,Withdrawn,12/27/2018,01/02/2024,Not applicable,01/02/2024,0.4300,7696.0,18.2,17898:1,Other Population HPSA,,"Cabarrus County, NC",NC,37025,407.02,,Census Tract,1290,6406,3000:1,2.1400,08/29/2026
LI - Kannapolis,1379362927,HPSA Population,Primary Care,8,NC,Designated,08/19/2025,08/19/2025,Not applicable,,9.5275,32682.0,13.0,3430:1,Low Income Population HPSA,Non-Rural,"Cabarrus County, NC",NC,37025,"Township 4, Kannapolis, Cabarrus County, North Carolina",,County Subdivision,28582,4100,3000:1,1.3625,08/29/2026
LI - Kannapolis,1379362927,HPSA Population,Primary Care,8,NC,Designated,08/19/2025,08/19/2025,Not applicable,,9.5275,32682.0,13.0,3430:1,Low Income Population HPSA,Non-Rural,"Cabarrus County, NC",NC,37025,"Township 11, Central Cabarrus, Cabarrus County, North Carolina",,County Subdivision,28582,4100,3000:1,1.3625,08/29/2026
LI - Kannapolis,1379362927,HPSA Population,Primary Care,8,NC,Designated,08/19/2025,08/19/2025,Not applicable,,9.5275,32682.0,13.0,3430:1,Low Income Population HPSA,Non-Rural,"Cabarrus County, NC",NC,37025,"Township 12, Concord, Cabarrus County, North Carolina",,County Subdivision,28582,4100,3000:1,1.3625,08/29/2026
"CABARRUS COMMUNITY HEALTH CENTERS, INC.",13799937B2,Federally Qualified Health Center,Primary Care,20,NC,Designated,02/28/2006,09/22/2025,,,,83065.0,,,,Non-Rural,"Cabarrus County, NC",NC,37025,"CABARRUS COMMUNITY HEALTH CENTERS, INC.",13799937B2,Unknown,,,,,08/29/2026
Caldwell,137027,Geographic HPSA,Primary Care,0,NC,Withdrawn,05/30/1978,12/17/1981,Not applicable,12/17/1981,22.0000,67746.0,10.0,3079:1,Geographic Population,Non-Rural,"Caldwell County, NC",NC,37027,Caldwell,,Single County,77000,-9254,3500:1,,08/29/2026
MI-Caldwell County,1371142133,HPSA Population,Primary Care,19,NC,Withdrawn,08/13/2013,01/02/2024,Not applicable,01/02/2024,1.3000,15393.0,20.4,11841:1,Other Population HPSA,Non-Rural,"Caldwell County, NC",NC,37027,Caldwell,,Single County,3900,11493,3000:1,3.8300,08/29/2026
LI - Caldwell County,1378045018,HPSA Population,Primary Care,13,NC,Designated,08/06/2021,09/22/2025,Not applicable,,7.1834,28998.0,12.6,4037:1,Low Income Population HPSA,Non-Rural,"Caldwell County, NC",NC,37027,Caldwell,,Single County,21550,7448,3000:1,2.4866,08/29/2026
Western Caldwell,1379993719,Geographic HPSA,Primary Care,0,NC,Withdrawn,12/17/1981,11/03/2011,Not applicable,11/03/2011,2.0000,5396.0,,2698:1,Geographic Population,,"Caldwell County, NC",NC,37027,Patterson,,County Subdivision,7000,-1604,3500:1,0.0000,08/29/2026
Western Caldwell,1379993719,Geographic HPSA,Primary Care,0,NC,Withdrawn,12/17/1981,11/03/2011,Not applicable,11/03/2011,2.0000,5396.0,,2698:1,Geographic Population,,"Caldwell County, NC",NC,37027,Wilson Creek,,County Subdivision,7000,-1604,3500:1,0.0000,08/29/2026
Western Caldwell,1379993719,Geographic HPSA,Primary Care,0,NC,Withdrawn,12/17/1981,11/03/2011,Not applicable,11/03/2011,2.0000,5396.0,,2698:1,Geographic Population,,"Caldwell County, NC",NC,37027,Globe,,County Subdivision,7000,-1604,3500:1,0.0000,08/29/2026
Western Caldwell,1379993719,Geographic HPSA,Primary Care,0,NC,Withdrawn,12/17/1981,11/03/2011,Not applicable,11/03/2011,2.0000,5396.0,,2698:1,Geographic Population,,"Caldwell County, NC",NC,37027,Johns River,,County Subdivision,7000,-1604,3500:1,0.0000,08/29/2026
Western Caldwell,1379993719,Geographic HPSA,Primary Care,0,NC,Withdrawn,12/17/1981,11/03/2011,Not applicable,11/03/2011,2.0000,5396.0,,2698:1,Geographic Population,,"Caldwell County, NC",NC,37027,Mulberry,,County Subdivision,7000,-1604,3500:1,0.0000,08/29/2026
Collettsville Medical Center,13799937E2,Rural Health Clinic,Primary Care,0,NC,Withdrawn,09/30/2006,08/22/2026,,,,,,,,Non-Rural,"Caldwell County, NC",NC,37027,Collettsville Medical Center,13799937E2,Unknown,,,,,08/29/2026
WEST CALDWELL HEALTH COUNCIL INC,13799937G8,Federally Qualified Health Center,Primary Care,12,NC,Withdrawn,03/01/2009,04/07/2026,,04/07/2026,,17956.0,,,,Non-Rural,"Caldwell County, NC",NC,37027,WEST CALDWELL HEALTH COUNCIL INC,13799937G8,Unknown,,,,,08/29/2026
Collettsville Medical Center,13799937GB,Rural Health Clinic,Primary Care,2,NC,Withdrawn,10/22/2010,08/22/2026,,06/25/2019,,,,,,Non-Rural,"Caldwell County, NC",NC,37027,Collettsville Medical Center,13799937GB,Unknown,,,,,08/29/2026
Camden,137029,Geographic HPSA,Primary Care,0,NC,Withdrawn,09/17/1979,03/19/1984,Not applicable,03/19/1984,1.0000,5919.0,15.0,5919:1,Geographic Population,Rural,"Camden County, NC",NC,37029,Camden,,Single County,3500,2419,3500:1,,08/29/2026
Camden County,1371845741,Geographic HPSA,Primary Care,15,NC,Designated,11/30/2016,09/22/2025,Not applicable,,1.0000,10693.0,5.0,10693:1,Geographic Population,Rural,"Camden County, NC",NC,37029,Camden,,Single County,3500,7193,3500:1,2.0600,08/29/2026
