shift_id,date,shift_name,week_index,arrivals,completed_encounters,left_before_seen,left_before_seen_percent,return_within_72h,return_within_72h_percent,valid_event_sequences,valid_event_sequence_percent,clinician_time_available,median_arrival_to_triage_minutes,median_arrival_to_clinician_minutes,median_arrival_to_departure_minutes,clinician_staff_hours,total_staff_hours,overtime_hours,absence_hours,clinician_staff_hours_per_arrival,completed_encounters_per_clinician_hour,mean_queue_end,max_queue_end,median_queue_end,queue_clinician_hours,holiday_flag,synthetic_special_event_flag,synthetic_flag
20240629-evening,2024-06-29,evening,26,33,31,2,6.0606,0,0.0,33,100.0,31,10.0,94.0,296.0,40.0,128.0,0.0,0.0,1.2121,0.775,6.1875,7,6.0,40.0,0,0,1
20240630-night,2024-06-30,night,26,14,14,0,0.0,0,0.0,14,100.0,14,10.0,70.0,303.5,24.0,80.0,0.0,0.0,1.7143,0.5833,2.4375,6,2.0,24.0,0,0,1
20240630-day,2024-06-30,day,26,33,32,1,3.0303,0,0.0,33,100.0,32,9.0,73.5,299.0,58.0,162.0,2.0,0.0,1.7576,0.5517,4.9375,6,5.0,56.0,0,0,1
20240630-evening,2024-06-30,evening,26,34,32,2,5.8824,0,0.0,34,100.0,32,11.0,95.0,292.5,40.0,132.0,4.0,0.0,1.1765,0.8,6.125,8,6.5,40.0,0,0,1
20240701-night,2024-07-01,night,27,33,30,3,9.0909,0,0.0,33,100.0,30,21.0,142.5,338.0,18.0,78.0,6.0,8.0,0.5455,1.6667,9.0,11,9.0,16.0,0,1,1
20240701-day,2024-07-01,day,27,49,46,3,6.1224,0,0.0,49,100.0,46,12.0,89.5,299.0,56.0,160.0,0.0,0.0,1.1429,0.8214,9.5,14,9.0,56.0,0,1,1
20240701-evening,2024-07-01,evening,27,46,41,5,10.8696,0,0.0,46,100.0,41,13.5,98.0,297.5,40.0,132.0,4.0,0.0,0.8696,1.025,9.125,12,9.0,40.0,0,1,1
20240702-night,2024-07-02,night,27,33,31,2,6.0606,0,0.0,33,100.0,31,15.0,113.0,310.0,26.0,74.0,2.0,8.0,0.7879,1.1923,7.8125,10,7.5,24.0,0,1,1
20240702-day,2024-07-02,day,27,36,33,3,8.3333,0,0.0,36,100.0,33,9.5,85.0,262.5,56.0,160.0,0.0,0.0,1.5556,0.5893,6.375,9,6.5,56.0,0,1,1
20240702-evening,2024-07-02,evening,27,50,46,4,8.0,0,0.0,50,100.0,46,14.0,112.0,300.0,40.0,128.0,0.0,0.0,0.8,1.15,10.75,13,11.0,40.0,0,1,1
20240703-night,2024-07-03,night,27,25,22,3,12.0,0,0.0,25,100.0,22,17.0,121.5,307.0,16.0,72.0,0.0,8.0,0.64,1.375,6.5625,12,7.0,16.0,0,1,1
20240703-day,2024-07-03,day,27,41,41,0,0.0,0,0.0,41,100.0,41,10.0,88.0,285.0,56.0,160.0,0.0,0.0,1.3659,0.7321,7.5625,9,8.0,56.0,0,1,1
20240703-evening,2024-07-03,evening,27,43,39,4,9.3023,0,0.0,43,100.0,39,13.0,101.0,286.0,40.0,132.0,4.0,0.0,0.9302,0.975,8.875,11,8.5,40.0,0,1,1
20240704-night,2024-07-04,night,27,19,18,1,5.2632,0,0.0,19,100.0,18,10.0,81.0,291.0,24.0,80.0,0.0,0.0,1.2632,0.75,3.625,6,4.0,24.0,1,1,1
20240704-day,2024-07-04,day,27,36,34,2,5.5556,0,0.0,36,100.0,34,10.0,80.5,289.0,56.0,160.0,0.0,0.0,1.5556,0.6071,5.9375,8,6.0,56.0,1,1,1
20240704-evening,2024-07-04,evening,27,37,35,2,5.4054,0,0.0,37,100.0,35,12.0,91.0,280.0,40.0,132.0,4.0,0.0,1.0811,0.875,6.5,8,6.5,40.0,1,1,1
20240705-night,2024-07-05,night,27,35,33,2,5.7143,0,0.0,35,100.0,33,16.0,114.0,329.0,24.0,84.0,4.0,0.0,0.6857,1.375,8.4375,10,8.5,24.0,0,1,1
20240705-day,2024-07-05,day,27,57,49,8,14.0351,0,0.0,57,100.0,49,13.0,96.0,298.0,56.0,160.0,0.0,0.0,0.9825,0.875,11.0625,13,11.0,56.0,0,1,1
20240705-evening,2024-07-05,evening,27,48,43,5,10.4167,0,0.0,48,100.0,43,14.0,108.0,318.5,40.0,132.0,4.0,0.0,0.8333,1.075,10.5,12,10.0,40.0,0,1,1
20240706-night,2024-07-06,night,27,28,27,1,3.5714,0,0.0,28,100.0,27,14.0,104.0,314.5,24.0,72.0,0.0,8.0,0.8571,1.125,6.3125,10,6.0,24.0,0,1,1
20240706-day,2024-07-06,day,27,42,41,1,2.381,0,0.0,42,100.0,41,10.0,80.0,296.5,56.0,160.0,0.0,0.0,1.3333,0.7321,7.0,9,7.0,56.0,0,1,1
20240706-evening,2024-07-06,evening,27,43,42,1,2.3256,0,0.0,43,100.0,42,13.0,103.5,308.0,40.0,128.0,0.0,0.0,0.9302,1.05,8.625,11,8.0,40.0,0,1,1
20240707-night,2024-07-07,night,27,25,21,4,16.0,0,0.0,25,100.0,21,13.0,100.0,298.0,24.0,80.0,0.0,0.0,0.96,0.875,5.5,8,5.0,24.0,0,1,1
20240707-day,2024-07-07,day,27,41,39,2,4.878,0,0.0,41,100.0,39,10.0,78.0,292.0,56.0,152.0,0.0,8.0,1.3659,0.6964,6.8125,8,7.0,56.0,0,1,1
20240707-evening,2024-07-07,evening,27,45,38,7,15.5556,0,0.0,45,100.0,38,13.0,97.0,308.0,40.0,128.0,0.0,0.0,0.8889,0.95,8.5,11,8.5,40.0,0,1,1
20240708-night,2024-07-08,night,28,29,24,5,17.2414,0,0.0,29,100.0,24,14.0,105.0,284.0,28.0,76.0,4.0,8.0,0.9655,0.8571,6.25,8,6.0,24.0,0,1,1
20240708-day,2024-07-08,day,28,52,52,0,0.0,0,0.0,52,100.0,52,13.0,95.5,306.5,48.0,152.0,0.0,8.0,0.9231,1.0833,10.625,12,11.0,48.0,0,1,1
20240708-evening,2024-07-08,evening,28,39,37,2,5.1282,0,0.0,39,100.0,37,12.0,95.0,304.0,40.0,128.0,0.0,0.0,1.0256,0.925,7.9375,11,8.0,40.0,0,1,1
20240709-night,2024-07-09,night,28,31,29,2,6.4516,0,0.0,31,100.0,29,14.0,107.0,302.0,24.0,80.0,0.0,8.0,0.7742,1.2083,6.875,9,7.0,24.0,0,1,1
20240709-day,2024-07-09,day,28,45,44,1,2.2222,0,0.0,45,100.0,44,11.0,87.0,308.0,56.0,160.0,0.0,0.0,1.2444,0.7857,8.5,11,8.0,56.0,0,1,1
20240709-evening,2024-07-09,evening,28,29,28,1,3.4483,0,0.0,29,100.0,28,10.0,83.0,300.0,42.0,130.0,2.0,0.0,1.4483,0.6667,5.5625,7,5.5,40.0,0,1,1
20240710-night,2024-07-10,night,28,41,36,5,12.1951,0,0.0,41,100.0,36,17.0,126.5,342.0,24.0,80.0,0.0,0.0,0.5854,1.5,10.0,13,10.0,24.0,0,1,1
20240710-day,2024-07-10,day,28,46,42,4,8.6957,0,0.0,46,100.0,42,12.0,86.5,272.0,56.0,160.0,0.0,0.0,1.2174,0.75,8.875,11,9.0,56.0,0,1,1
20240710-evening,2024-07-10,evening,28,40,34,6,15.0,0,0.0,40,100.0,34,12.0,95.0,297.0,40.0,128.0,0.0,0.0,1.0,0.85,7.5625,10,7.5,40.0,0,1,1
20240711-night,2024-07-11,night,28,31,28,3,9.6774,0,0.0,31,100.0,28,15.0,107.5,323.0,26.0,82.0,2.0,0.0,0.8387,1.0769,6.875,8,7.0,24.0,0,1,1
20240711-day,2024-07-11,day,28,47,45,2,4.2553,0,0.0,47,100.0,45,11.0,83.0,287.0,56.0,160.0,0.0,0.0,1.1915,0.8036,8.375,9,8.5,56.0,0,1,1
20240711-evening,2024-07-11,evening,28,40,38,2,5.0,0,0.0,40,100.0,38,12.0,95.5,309.0,40.0,128.0,0.0,0.0,1.0,0.95,7.8125,9,8.0,40.0,0,1,1
20240712-night,2024-07-12,night,28,28,26,2,7.1429,0,0.0,28,100.0,26,18.0,130.0,340.0,16.0,64.0,0.0,16.0,0.5714,1.625,7.4375,9,7.5,16.0,0,1,1
20240712-day,2024-07-12,day,28,42,40,2,4.7619,0,0.0,42,100.0,40,10.0,83.0,289.0,56.0,160.0,0.0,0.0,1.3333,0.7143,7.5625,9,7.5,56.0,0,1,1
20240712-evening,2024-07-12,evening,28,49,49,0,0.0,0,0.0,49,100.0,49,14.0,105.0,325.0,40.0,128.0,0.0,0.0,0.8163,1.225,10.5,12,11.0,40.0,0,1,1
20240713-night,2024-07-13,night,28,28,24,4,14.2857,0,0.0,28,100.0,24,13.0,104.5,295.0,24.0,72.0,0.0,8.0,0.8571,1.0,6.5,10,6.0,24.0,0,1,1
20240713-day,2024-07-13,day,28,54,44,10,18.5185,0,0.0,54,100.0,44,12.0,93.5,271.5,56.0,160.0,0.0,0.0,1.037,0.7857,10.0625,12,10.5,56.0,0,1,1
20240713-evening,2024-07-13,evening,28,38,38,0,0.0,0,0.0,38,100.0,38,12.0,96.0,306.0,40.0,128.0,0.0,0.0,1.0526,0.95,7.875,11,8.0,40.0,0,1,1
20240714-night,2024-07-14,night,28,22,21,1,4.5455,0,0.0,22,100.0,21,12.0,94.0,305.0,26.0,82.0,2.0,0.0,1.1818,0.8077,4.625,7,4.0,24.0,0,1,1
20240714-day,2024-07-14,day,28,47,44,3,6.383,0,0.0,47,100.0,44,12.0,88.5,301.0,50.0,146.0,2.0,16.0,1.0638,0.88,8.4375,11,8.0,48.0,0,1,1
20240714-evening,2024-07-14,evening,28,35,31,4,11.4286,0,0.0,35,100.0,31,11.0,90.0,314.0,40.0,128.0,0.0,0.0,1.1429,0.775,6.375,9,6.5,40.0,0,1,1
20240715-night,2024-07-15,night,29,35,34,1,2.8571,0,0.0,35,100.0,34,16.0,110.5,336.0,24.0,80.0,0.0,0.0,0.6857,1.4167,8.0,9,8.0,24.0,0,1,1
20240715-day,2024-07-15,day,29,47,43,4,8.5106,0,0.0,47,100.0,43,12.0,90.0,289.0,56.0,160.0,0.0,0.0,1.1915,0.7679,8.8125,11,9.0,56.0,0,1,1
20240715-evening,2024-07-15,evening,29,49,47,2,4.0816,0,0.0,49,100.0,47,14.0,106.0,306.0,40.0,128.0,0.0,0.0,0.8163,1.175,10.3125,12,10.5,40.0,0,1,1
20240716-night,2024-07-16,night,29,29,20,9,31.0345,0,0.0,29,100.0,20,18.0,125.0,352.0,16.0,72.0,0.0,8.0,0.5517,1.25,7.125,8,7.0,16.0,0,1,1
20240716-day,2024-07-16,day,29,42,36,6,14.2857,0,0.0,42,100.0,36,11.0,80.5,291.5,56.0,160.0,0.0,0.0,1.3333,0.6429,7.125,10,7.0,56.0,0,1,1
20240716-evening,2024-07-16,evening,29,40,37,3,7.5,0,0.0,40,100.0,37,12.0,96.0,285.5,40.0,132.0,4.0,0.0,1.0,0.925,7.8125,9,8.0,40.0,0,1,1
20240717-night,2024-07-17,night,29,23,23,0,0.0,0,0.0,23,100.0,23,13.0,90.0,291.0,24.0,80.0,0.0,0.0,1.0435,0.9583,4.9375,8,5.0,24.0,0,1,1
20240717-day,2024-07-17,day,29,42,39,3,7.1429,0,0.0,42,100.0,39,10.0,85.0,289.5,56.0,160.0,0.0,0.0,1.3333,0.6964,7.0,9,7.0,56.0,0,1,1
20240717-evening,2024-07-17,evening,29,42,39,3,7.1429,0,0.0,42,100.0,39,13.0,97.0,296.5,40.0,128.0,0.0,0.0,0.9524,0.975,8.25,10,8.0,40.0,0,1,1
20240718-night,2024-07-18,night,29,26,24,2,7.6923,0,0.0,26,100.0,24,13.5,102.5,304.5,24.0,80.0,0.0,0.0,0.9231,1.0,5.625,7,6.0,24.0,0,1,1
20240718-day,2024-07-18,day,29,47,45,2,4.2553,0,0.0,47,100.0,45,11.0,86.0,296.0,56.0,152.0,0.0,8.0,1.1915,0.8036,8.375,10,8.0,56.0,0,1,1
20240718-evening,2024-07-18,evening,29,41,34,7,17.0732,0,0.0,41,100.0,34,13.0,98.5,300.0,40.0,132.0,4.0,0.0,0.9756,0.85,8.0625,10,8.0,40.0,0,1,1
20240719-night,2024-07-19,night,29,19,18,1,5.2632,0,0.0,19,100.0,18,12.0,91.0,289.0,24.0,80.0,0.0,0.0,1.2632,0.75,3.6875,9,3.5,24.0,0,1,1
20240719-day,2024-07-19,day,29,49,44,5,10.2041,0,0.0,49,100.0,44,11.0,88.0,301.0,58.0,162.0,2.0,0.0,1.1837,0.7586,8.375,11,8.0,56.0,0,1,1
20240719-evening,2024-07-19,evening,29,36,35,1,2.7778,0,0.0,36,100.0,35,12.0,88.0,285.5,40.0,128.0,0.0,0.0,1.1111,0.875,7.0625,9,7.0,40.0,0,1,1
20240720-night,2024-07-20,night,29,26,23,3,11.5385,0,0.0,26,100.0,23,13.0,101.0,304.0,24.0,80.0,0.0,0.0,0.9231,0.9583,5.5,7,5.0,24.0,0,1,1
20240720-day,2024-07-20,day,29,53,48,5,9.434,0,0.0,53,100.0,48,13.0,96.0,310.0,48.0,152.0,0.0,8.0,0.9057,1.0,9.75,12,10.0,48.0,0,1,1
20240720-evening,2024-07-20,evening,29,35,32,3,8.5714,0,0.0,35,100.0,32,11.0,96.5,276.0,40.0,128.0,0.0,0.0,1.1429,0.8,7.25,10,7.0,40.0,0,1,1
20240721-night,2024-07-21,night,29,27,24,3,11.1111,0,0.0,27,100.0,24,13.0,100.0,301.0,24.0,80.0,0.0,0.0,0.8889,1.0,5.625,8,5.0,24.0,0,1,1
20240721-day,2024-07-21,day,29,37,36,1,2.7027,0,0.0,37,100.0,36,10.0,76.5,277.0,56.0,160.0,0.0,0.0,1.5135,0.6429,5.8125,8,6.0,56.0,0,1,1
20240721-evening,2024-07-21,evening,29,27,25,2,7.4074,0,0.0,27,100.0,25,11.0,79.0,297.0,40.0,128.0,0.0,0.0,1.4815,0.625,4.3125,6,4.0,40.0,0,1,1
20240722-night,2024-07-22,night,30,27,26,1,3.7037,0,0.0,27,100.0,26,14.0,94.5,301.0,24.0,80.0,0.0,0.0,0.8889,1.0833,5.5625,7,5.0,24.0,0,1,1
20240722-day,2024-07-22,day,30,55,54,1,1.8182,0,0.0,55,100.0,54,12.0,92.0,298.0,56.0,164.0,4.0,0.0,1.0182,0.9643,9.9375,11,10.0,56.0,0,1,1
20240722-evening,2024-07-22,evening,30,42,36,6,14.2857,0,0.0,42,100.0,36,13.0,98.0,289.0,40.0,128.0,0.0,0.0,0.9524,0.9,8.6875,10,9.0,40.0,0,1,1
20240723-night,2024-07-23,night,30,33,28,5,15.1515,0,0.0,33,100.0,28,15.0,111.5,299.0,24.0,84.0,4.0,0.0,0.7273,1.1667,7.75,9,8.0,24.0,0,1,1
20240723-day,2024-07-23,day,30,53,49,4,7.5472,0,0.0,53,100.0,49,12.0,92.0,283.0,56.0,164.0,4.0,0.0,1.0566,0.875,9.9375,12,10.0,56.0,0,1,1
20240723-evening,2024-07-23,evening,30,42,39,3,7.1429,0,0.0,42,100.0,39,12.5,96.0,305.0,42.0,130.0,2.0,0.0,1.0,0.9286,8.4375,10,8.5,40.0,0,1,1
20240724-night,2024-07-24,night,30,18,16,2,11.1111,0,0.0,18,100.0,16,11.0,81.5,280.5,24.0,80.0,0.0,0.0,1.3333,0.6667,3.375,7,3.0,24.0,0,1,1
20240724-day,2024-07-24,day,30,50,48,2,4.0,0,0.0,50,100.0,48,12.0,88.5,295.5,58.0,162.0,2.0,0.0,1.16,0.8276,9.125,12,9.0,56.0,0,1,1
20240724-evening,2024-07-24,evening,30,48,44,4,8.3333,0,0.0,48,100.0,44,14.0,105.0,295.5,42.0,130.0,2.0,0.0,0.875,1.0476,10.125,12,10.0,40.0,0,1,1
20240725-night,2024-07-25,night,30,30,24,6,20.0,0,0.0,30,100.0,24,14.0,103.5,323.0,24.0,80.0,0.0,0.0,0.8,1.0,6.6875,8,7.0,24.0,0,1,1
20240725-day,2024-07-25,day,30,58,51,7,12.069,0,0.0,58,100.0,51,13.0,103.0,289.0,56.0,160.0,0.0,0.0,0.9655,0.9107,11.5625,13,12.0,56.0,0,1,1
20240725-evening,2024-07-25,evening,30,42,36,6,14.2857,0,0.0,42,100.0,36,12.0,102.0,286.5,40.0,128.0,0.0,0.0,0.9524,0.9,8.5625,11,8.5,40.0,0,1,1
20240726-night,2024-07-26,night,30,21,21,0,0.0,0,0.0,21,100.0,21,12.0,96.0,280.0,24.0,80.0,0.0,0.0,1.1429,0.875,3.8125,6,4.0,24.0,0,1,1
20240726-day,2024-07-26,day,30,44,41,3,6.8182,0,0.0,44,100.0,41,10.0,80.0,298.0,56.0,160.0,0.0,0.0,1.2727,0.7321,7.1875,9,7.0,56.0,0,1,1
20240726-evening,2024-07-26,evening,30,43,35,8,18.6047,0,0.0,43,100.0,35,15.0,109.0,292.0,32.0,120.0,0.0,8.0,0.7442,1.0938,9.0,11,9.0,32.0,0,1,1
20240727-night,2024-07-27,night,30,24,23,1,4.1667,0,0.0,24,100.0,23,12.0,103.0,284.5,24.0,80.0,0.0,0.0,1.0,0.9583,5.25,8,5.0,24.0,0,1,1
20240727-day,2024-07-27,day,30,25,24,1,4.0,0,0.0,25,100.0,24,8.0,69.0,280.0,56.0,164.0,4.0,0.0,2.24,0.4286,3.75,6,3.5,56.0,0,1,1
20240727-evening,2024-07-27,evening,30,45,41,4,8.8889,0,0.0,45,100.0,41,13.0,106.0,295.0,42.0,130.0,2.0,0.0,0.9333,0.9762,9.125,12,10.0,40.0,0,1,1
20240728-night,2024-07-28,night,30,29,25,4,13.7931,0,0.0,29,100.0,25,14.0,103.0,312.0,26.0,82.0,2.0,0.0,0.8966,0.9615,6.75,10,6.0,24.0,0,1,1
20240728-day,2024-07-28,day,30,50,48,2,4.0,0,0.0,50,100.0,48,12.0,93.0,307.0,56.0,160.0,0.0,0.0,1.12,0.8571,9.1875,11,9.0,56.0,0,1,1
20240728-evening,2024-07-28,evening,30,26,25,1,3.8462,0,0.0,26,100.0,25,10.5,76.0,286.5,40.0,128.0,0.0,0.0,1.5385,0.625,5.0625,9,5.0,40.0,0,1,1
20240729-night,2024-07-29,night,31,36,31,5,13.8889,0,0.0,36,100.0,31,16.0,116.0,290.0,24.0,84.0,4.0,0.0,0.6667,1.2917,8.1875,10,8.5,24.0,0,1,1
20240729-day,2024-07-29,day,31,52,48,4,7.6923,0,0.0,52,100.0,48,12.0,90.5,293.5,56.0,160.0,0.0,0.0,1.0769,0.8571,10.4375,13,10.0,56.0,0,1,1
20240729-evening,2024-07-29,evening,31,49,44,5,10.2041,0,0.0,49,100.0,44,14.0,99.0,314.0,40.0,128.0,0.0,0.0,0.8163,1.1,10.0625,12,10.0,40.0,0,1,1
20240730-night,2024-07-30,night,31,27,23,4,14.8148,0,0.0,27,100.0,23,14.0,101.0,297.0,24.0,80.0,0.0,0.0,0.8889,0.9583,6.0,9,6.0,24.0,0,1,1
20240730-day,2024-07-30,day,31,57,52,5,8.7719,0,0.0,57,100.0,52,13.0,89.0,298.0,56.0,160.0,0.0,0.0,0.9825,0.9286,10.5,12,11.0,56.0,0,1,1
20240730-evening,2024-07-30,evening,31,44,42,2,4.5455,0,0.0,44,100.0,42,13.0,104.0,311.5,40.0,128.0,0.0,0.0,0.9091,1.05,9.25,10,9.0,40.0,0,1,1
20240731-night,2024-07-31,night,31,25,25,0,0.0,0,0.0,25,100.0,25,13.0,92.0,331.0,24.0,80.0,0.0,0.0,0.96,1.0417,5.0625,8,5.0,24.0,0,1,1
20240731-day,2024-07-31,day,31,48,45,3,6.25,0,0.0,48,100.0,45,11.0,93.0,288.0,58.0,166.0,6.0,0.0,1.2083,0.7759,8.75,11,9.0,56.0,0,1,1
20240731-evening,2024-07-31,evening,31,43,40,3,6.9767,0,0.0,43,100.0,40,13.0,104.5,304.0,40.0,128.0,0.0,0.0,0.9302,1.0,8.875,11,9.0,40.0,0,1,1
20240801-night,2024-08-01,night,31,30,26,4,13.3333,0,0.0,30,100.0,26,14.0,105.0,316.5,24.0,80.0,0.0,0.0,0.8,1.0833,6.625,8,7.0,24.0,0,1,1
20240801-day,2024-08-01,day,31,41,39,2,4.878,0,0.0,41,100.0,39,10.0,82.0,285.0,56.0,160.0,0.0,0.0,1.3659,0.6964,7.5,9,7.5,56.0,0,1,1
20240801-evening,2024-08-01,evening,31,49,44,5,10.2041,0,0.0,49,100.0,44,14.0,99.5,329.0,40.0,132.0,4.0,0.0,0.8163,1.1,9.6875,11,10.0,40.0,0,1,1
20240802-night,2024-08-02,night,31,36,33,3,8.3333,0,0.0,36,100.0,33,15.5,118.0,340.0,24.0,80.0,0.0,0.0,0.6667,1.375,9.0625,11,9.0,24.0,0,1,1
20240802-day,2024-08-02,day,31,53,45,8,15.0943,0,0.0,53,100.0,45,12.0,91.0,297.0,58.0,162.0,2.0,0.0,1.0943,0.7759,10.0,12,10.0,56.0,0,1,1
20240802-evening,2024-08-02,evening,31,47,44,3,6.383,0,0.0,47,100.0,44,14.0,103.0,310.0,40.0,132.0,4.0,0.0,0.8511,1.1,10.0,13,10.0,40.0,0,1,1
20240803-night,2024-08-03,night,31,27,25,2,7.4074,0,0.0,27,100.0,25,13.0,103.0,288.0,24.0,80.0,0.0,0.0,0.8889,1.0417,6.0625,10,6.0,24.0,0,1,1
20240803-day,2024-08-03,day,31,55,52,3,5.4545,0,0.0,55,100.0,52,13.0,94.5,294.0,56.0,160.0,0.0,0.0,1.0182,0.9286,10.75,13,11.0,56.0,0,1,1
20240803-evening,2024-08-03,evening,31,44,40,4,9.0909,0,0.0,44,100.0,40,13.0,98.5,311.0,42.0,130.0,2.0,0.0,0.9545,0.9524,8.9375,10,9.0,40.0,0,1,1
20240804-night,2024-08-04,night,31,25,23,2,8.0,0,0.0,25,100.0,23,13.0,100.0,299.0,28.0,76.0,4.0,8.0,1.12,0.8214,5.5,8,5.0,24.0,0,1,1
20240804-day,2024-08-04,day,31,48,45,3,6.25,0,0.0,48,100.0,45,12.0,84.0,291.0,56.0,160.0,0.0,0.0,1.1667,0.8036,8.5625,11,8.5,56.0,0,1,1
20240804-evening,2024-08-04,evening,31,42,38,4,9.5238,0,0.0,42,100.0,38,12.5,93.0,306.0,40.0,128.0,0.0,0.0,0.9524,0.95,8.0625,9,8.0,40.0,0,1,1
20240805-night,2024-08-05,night,32,27,23,4,14.8148,0,0.0,27,100.0,23,14.0,93.0,304.0,24.0,80.0,0.0,0.0,0.8889,0.9583,5.25,7,5.0,24.0,0,1,1
20240805-day,2024-08-05,day,32,52,48,4,7.6923,0,0.0,52,100.0,48,12.0,91.0,302.5,58.0,162.0,2.0,0.0,1.1154,0.8276,9.1875,12,9.0,56.0,0,1,1
20240805-evening,2024-08-05,evening,32,62,52,10,16.129,0,0.0,62,100.0,52,17.0,120.5,310.0,40.0,132.0,4.0,0.0,0.6452,1.3,14.3125,17,15.0,40.0,0,1,1
20240806-night,2024-08-06,night,32,31,26,5,16.129,0,0.0,31,100.0,26,15.0,106.0,317.0,24.0,80.0,0.0,0.0,0.7742,1.0833,7.75,14,7.0,24.0,0,1,1
20240806-day,2024-08-06,day,32,42,41,1,2.381,0,0.0,42,100.0,41,11.0,84.0,270.5,56.0,160.0,0.0,0.0,1.3333,0.7321,7.9375,9,8.0,56.0,0,1,1
20240806-evening,2024-08-06,evening,32,36,34,2,5.5556,0,0.0,36,100.0,34,12.0,92.0,291.0,40.0,128.0,0.0,0.0,1.1111,0.85,6.75,8,7.0,40.0,0,1,1
20240807-night,2024-08-07,night,32,26,23,3,11.5385,0,0.0,26,100.0,23,13.0,94.0,292.0,24.0,84.0,4.0,0.0,0.9231,0.9583,5.3125,6,5.0,24.0,0,1,1
20240807-day,2024-08-07,day,32,60,51,9,15.0,0,0.0,60,100.0,51,13.0,93.0,293.0,56.0,160.0,0.0,0.0,0.9333,0.9107,11.0625,13,11.0,56.0,0,1,1
20240807-evening,2024-08-07,evening,32,50,46,4,8.0,0,0.0,50,100.0,46,14.0,100.5,324.0,40.0,128.0,0.0,0.0,0.8,1.15,10.625,12,11.0,40.0,0,1,1
20240808-night,2024-08-08,night,32,21,19,2,9.5238,0,0.0,21,100.0,19,11.0,94.0,284.0,26.0,82.0,2.0,0.0,1.2381,0.7308,4.625,7,4.0,24.0,0,1,1
20240808-day,2024-08-08,day,32,45,41,4,8.8889,0,0.0,45,100.0,41,11.0,88.0,295.0,56.0,152.0,0.0,8.0,1.2444,0.7321,7.625,10,7.5,56.0,0,1,1
20240808-evening,2024-08-08,evening,32,48,45,3,6.25,0,0.0,48,100.0,45,14.0,102.0,307.5,40.0,120.0,0.0,8.0,0.8333,1.125,9.9375,11,10.0,40.0,0,1,1
20240809-night,2024-08-09,night,32,31,29,2,6.4516,0,0.0,31,100.0,29,15.0,108.0,306.0,24.0,80.0,0.0,0.0,0.7742,1.2083,7.375,11,7.0,24.0,0,1,1
20240809-day,2024-08-09,day,32,57,52,5,8.7719,0,0.0,57,100.0,52,12.0,93.0,298.0,56.0,160.0,0.0,0.0,0.9825,0.9286,10.5625,13,10.5,56.0,0,1,1
20240809-evening,2024-08-09,evening,32,46,44,2,4.3478,0,0.0,46,100.0,44,14.0,100.5,312.5,40.0,128.0,0.0,0.0,0.8696,1.1,9.625,12,10.0,40.0,0,1,1
20240810-night,2024-08-10,night,32,30,30,0,0.0,0,0.0,30,100.0,30,14.5,104.5,303.0,26.0,86.0,6.0,0.0,0.8667,1.1538,7.3125,10,7.0,24.0,0,1,1
20240810-day,2024-08-10,day,32,45,43,2,4.4444,0,0.0,45,100.0,43,12.0,88.0,279.0,56.0,152.0,0.0,8.0,1.2444,0.7679,8.1875,9,8.0,56.0,0,1,1
20240810-evening,2024-08-10,evening,32,41,39,2,4.878,0,0.0,41,100.0,39,14.0,108.0,316.0,32.0,120.0,0.0,8.0,0.7805,1.2188,9.1875,11,9.5,32.0,0,1,1
20240811-night,2024-08-11,night,32,29,28,1,3.4483,0,0.0,29,100.0,28,19.0,128.0,343.0,18.0,74.0,2.0,8.0,0.6207,1.5556,7.625,9,8.0,16.0,0,1,1
20240811-day,2024-08-11,day,32,47,46,1,2.1277,0,0.0,47,100.0,46,11.0,84.5,279.0,56.0,160.0,0.0,0.0,1.1915,0.8214,8.9375,10,9.0,56.0,0,1,1
20240811-evening,2024-08-11,evening,32,40,39,1,2.5,0,0.0,40,100.0,39,12.0,93.0,298.5,40.0,128.0,0.0,0.0,1.0,0.975,8.0625,10,8.0,40.0,0,1,1
20240812-night,2024-08-12,night,33,24,22,2,8.3333,0,0.0,24,100.0,22,13.0,92.0,326.5,24.0,80.0,0.0,0.0,1.0,0.9167,4.8125,7,5.0,24.0,0,0,1
20240812-day,2024-08-12,day,33,52,50,2,3.8462,0,0.0,52,100.0,50,12.0,89.5,292.0,56.0,160.0,0.0,0.0,1.0769,0.8929,9.75,12,10.0,56.0,0,0,1
20240812-evening,2024-08-12,evening,33,23,23,0,0.0,0,0.0,23,100.0,23,9.0,80.0,298.0,40.0,128.0,0.0,0.0,1.7391,0.575,4.0625,9,4.0,40.0,0,0,1
20240813-night,2024-08-13,night,33,22,18,4,18.1818,0,0.0,22,100.0,18,12.0,92.5,279.0,24.0,80.0,0.0,0.0,1.0909,0.75,4.1875,6,4.0,24.0,0,0,1
20240813-day,2024-08-13,day,33,36,34,2,5.5556,0,0.0,36,100.0,34,10.0,78.0,287.0,56.0,160.0,0.0,0.0,1.5556,0.6071,5.6875,8,5.5,56.0,0,0,1
20240813-evening,2024-08-13,evening,33,53,48,5,9.434,0,0.0,53,100.0,48,15.0,109.0,315.0,40.0,128.0,0.0,0.0,0.7547,1.2,11.125,14,11.5,40.0,0,0,1
20240814-night,2024-08-14,night,33,25,21,4,16.0,0,0.0,25,100.0,21,12.0,95.0,297.0,24.0,80.0,0.0,0.0,0.96,0.875,5.5625,11,5.0,24.0,0,0,1
