opportunity_id,link_person_id,data_class,assigned_channel,language_support_offer,accessible_format_offer,synthetic_selection_score,comment_returned,comment_id
OPPORTUNITY-0764,LINK-1224,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,1.06351894,yes,COMMENT-0411
OPPORTUNITY-0765,LINK-1226,synthetic_comment_opportunity_linked_to_public_derived_meps,web,offered,not_offered,0.24627568,no,
OPPORTUNITY-0766,LINK-1227,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.49350475,no,
OPPORTUNITY-0767,LINK-1228,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.92688188,yes,COMMENT-0412
OPPORTUNITY-0768,LINK-1229,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.68692728,yes,COMMENT-0413
OPPORTUNITY-0769,LINK-1233,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,offered,0.21909109,no,
OPPORTUNITY-0770,LINK-1236,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.31150291,no,
OPPORTUNITY-0771,LINK-1238,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.41976686,no,
OPPORTUNITY-0772,LINK-1240,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.81148065,yes,COMMENT-0414
OPPORTUNITY-0773,LINK-1241,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.69234625,yes,COMMENT-0415
OPPORTUNITY-0774,LINK-1243,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,not_offered,0.79752319,yes,COMMENT-0416
OPPORTUNITY-0775,LINK-1245,synthetic_comment_opportunity_linked_to_public_derived_meps,phone,not_applicable,not_offered,0.25311925,no,
OPPORTUNITY-0776,LINK-1246,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.19014348,no,
OPPORTUNITY-0777,LINK-1248,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.86800225,yes,COMMENT-0417
OPPORTUNITY-0778,LINK-1249,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,offered,not_offered,0.84472068,yes,COMMENT-0418
OPPORTUNITY-0779,LINK-1251,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,offered,0.57948377,yes,COMMENT-0419
OPPORTUNITY-0780,LINK-1252,synthetic_comment_opportunity_linked_to_public_derived_meps,web,not_applicable,not_offered,0.48235132,no,
OPPORTUNITY-0781,LINK-1254,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.37148076,no,
OPPORTUNITY-0782,LINK-1255,synthetic_comment_opportunity_linked_to_public_derived_meps,mail,not_applicable,not_offered,0.62926792,yes,COMMENT-0420
